0,014839999377727509
0,01803000271320343
0,02727999910712242
0,009631000459194183
0,021049000322818756
0,010119996964931488
0,00962899997830391
0,010668996721506119
0,007500000298023224
0,010871000587940216
0,008339997380971909
0,007528997957706451
0,0058289989829063416
0,007069997489452362
0,025029998272657394
0,00885000079870224
0,0035200007259845734
0,006779998540878296
0,009339999407529831
0,004730001091957092
0,006239999085664749
0,0072200000286102295
0,006120000034570694
0,007530000060796738
0,0209290012717247
0,00897900015115738
0,003480002284049988
0,01023000106215477
0,009810000658035278
0,006640002131462097
0,009059999138116837
0,005909997969865799
0,005880001932382584
0,007759999483823776
0,014169998466968536
0,009179998189210892
0,06134000048041344
0,004030000418424606
0,007339999079704285
0,004579998552799225
0,021729998290538788
0,006590001285076141
0,006790000945329666
0,004760000854730606
0,004939999431371689
0,006850000470876694
0,004030000418424606
0,06133999675512314
0,0075800009071826935
0,011339999735355377
0,010599996894598007
0,012050002813339233
0,005750000476837158
0,005979999899864197
0,0031300000846385956
0,011059999465942383
0,00609000027179718
0,007339999079704285
0,007719997316598892
0,005240000784397125
0,002900000661611557
0,004179999232292175
0,006269998848438263
0,0043199993669986725
0,006029997020959854
0,002849999815225601
0,01048000156879425
0,004209998995065689
0,004110001027584076
0,007920000702142715
0,00951000303030014
0,004999998956918716
0,005280002951622009
0,003100000321865082
0,006110001355409622
0,0036300010979175568
0,005689997225999832
0,0066899992525577545
0,005309998989105225
0,007130000740289688
0,006440002471208572
0,0056099966168403625
0,006140001118183136
0,005810000002384186
0,0034499987959861755
0,0050200000405311584
0,008830003440380096
0,0045300014317035675
0,0030699968338012695
0,009920001029968262
0,003720000386238098
0,012799996882677078
0,004689998924732208
0,008659999817609787
0,008809998631477356
0,016259998083114624
0,008259996771812439
0,008560001850128174
0,007429998368024826
0,005780000239610672
0,018650002777576447
0,02696000039577484
0,016130000352859497
0,026030004024505615
0,009060002863407135
0,006889998912811279
0,00891999900341034
0,011408999562263489
0,006219998002052307
0,013080000877380371
0,005849994719028473
0,025380000472068787
0,0039599984884262085
0,006330996751785278
0,004759997129440308
0,0060709938406944275
0,011330001056194305
0,006200000643730164
0,0086899995803833
0,004710003733634949
0,004280000925064087
0,004569999873638153
0,005449995398521423
0,005220003426074982
0,006010003387928009
0,005199998617172241
0,005819998681545258
0,0056500062346458435
0,00552000105381012
0,003800004720687866
0,01980999857187271
0,4427799955010414
0,029860004782676697
